,X,year,owner,severity,salvage_area,total_area,salvage_rate,lsalvage_area,ltotal_area,step2005,step2004,step2003,step2002,step2001,step2000,step1999,step1998,step1997,step1996,step1995,step1994,step1993,step1992,step1991,trend1991,trend1992,trend1993,trend1994,trend1995,trend1996,trend1997,trend1998,trend1999,trend2000,trend2001,trend2002,trend2003,trend2004,trend2005,ptrend1994,ptrend1995,ptrend1996,ptrend1997,ptrend1998,ptrend1999,ptrend2000,ptrend2001,ptrend2002,ptrend2003,ptrend2004,ptrend2005,indzero.rate,indzero.total,indzero.salvage,pa1986,pa1987,pa1988,pa1989,pa1990,pa1991,pa1992,pa1993,pa1994,pa1995,pa1996,pa1997,pa1998,pa2000,pa2001,pa2003,pa2004,pa2005,pa2006,pa2009,pa2010,pa2011,pa2016
1,15,1986,Federal,High,496.7675995,3343.719959,14.85673458,1.863095072,3.298837407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,-9,-10,-11,-12,-13,-14,-15,-16,-17,-18,-19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,16,1986,Federal,Low,38.45743087,816.7631683,4.708516785,1.797364404,3.063778658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,-9,-10,-11,-12,-13,-14,-15,-16,-17,-18,-19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,17,1986,Federal,Moderate,281.604436,4003.836302,7.033365372,2.537642855,3.564734323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,-9,-10,-11,-12,-13,-14,-15,-16,-17,-18,-19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,18,1986,Federal,Very low,77.46815564,2414.73667,3.208140937,2.107544859,2.847388308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,-9,-10,-11,-12,-13,-14,-15,-16,-17,-18,-19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,31,1987,Federal,High,9533.488156,43065.50535,22.13717935,3.027005877,4.392895373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7,-8,-9,-10,-11,-12,-13,-14,-15,-16,-17,-18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,32,1987,Federal,Low,866.0915726,9943.064806,8.710509179,3.117038834,4.256722635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7,-8,-9,-10,-11,-12,-13,-14,-15,-16,-17,-18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,33,1987,Federal,Moderate,5959.186658,38786.12879,15.36422129,4.027145153,4.81772641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7,-8,-9,-10,-11,-12,-13,-14,-15,-16,-17,-18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,34,1987,Federal,Very low,1638.349962,30471.66019,5.376635049,3.440058942,4.284019061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7,-8,-9,-10,-11,-12,-13,-14,-15,-16,-17,-18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,47,1988,Federal,High,715.3333169,8097.481787,8.83402193,2.340786454,3.574066621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-7,-8,-9,-10,-11,-12,-13,-14,-15,-16,-17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,48,1988,Federal,Low,132.7165188,1538.99788,8.623567355,2.21419599,3.466044157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-7,-8,-9,-10,-11,-12,-13,-14,-15,-16,-17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,49,1988,Federal,Moderate,570.4287845,8649.286699,6.595096271,3.157032204,4.119544904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-7,-8,-9,-10,-11,-12,-13,-14,-15,-16,-17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,50,1988,Federal,Very low,382.2155608,3702.340124,10.32362095,2.78137507,3.626636743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-7,-8,-9,-10,-11,-12,-13,-14,-15,-16,-17,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,63,1989,Federal,High,1112.504512,12596.95217,8.83153716,1.92707897,3.507725421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-6,-7,-8,-9,-10,-11,-12,-13,-14,-15,-16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,64,1989,Federal,Low,54.80088326,1082.424371,5.062790968,1.741757029,3.130790395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-6,-7,-8,-9,-10,-11,-12,-13,-14,-15,-16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,65,1989,Federal,Moderate,329.3588329,6495.099191,5.070882264,2.829904325,3.904079518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-6,-7,-8,-9,-10,-11,-12,-13,-14,-15,-16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,66,1989,Federal,Very low,238.3287647,4669.559667,5.103880916,2.937424592,3.776802622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-6,-7,-8,-9,-10,-11,-12,-13,-14,-15,-16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,79,1990,Federal,High,3311.374547,26568.37086,12.46359653,2.541645187,3.65982857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-5,-6,-7,-8,-9,-10,-11,-12,-13,-14,-15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,80,1990,Federal,Low,142.988955,1270.341217,11.25594864,2.543089435,3.469222057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-5,-6,-7,-8,-9,-10,-11,-12,-13,-14,-15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,81,1990,Federal,Moderate,983.0476287,8126.948773,12.09614649,3.294224484,4.092040141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-5,-6,-7,-8,-9,-10,-11,-12,-13,-14,-15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,82,1990,Federal,Very low,233.8018182,3271.352195,7.146947327,3.272476462,3.958934066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4,-5,-6,-7,-8,-9,-10,-11,-12,-13,-14,-15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,95,1991,Federal,High,39.51141848,234.1057903,16.87759129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,-4,-5,-6,-7,-8,-9,-10,-11,-12,-13,-14,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,96,1991,Federal,Low,4.911190748,25.10070181,19.56594993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,-4,-5,-6,-7,-8,-9,-10,-11,-12,-13,-14,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,97,1991,Federal,Moderate,19.35869267,88.20819445,21.94659214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,-4,-5,-6,-7,-8,-9,-10,-11,-12,-13,-14,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,98,1991,Federal,Very low,13.46136529,108.6463601,12.39007481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,-4,-5,-6,-7,-8,-9,-10,-11,-12,-13,-14,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,111,1992,Federal,High,3661.179277,13595.50204,26.92934226,2.829408263,3.690694126,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-3,-4,-5,-6,-7,-8,-9,-10,-11,-12,-13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,112,1992,Federal,Low,26.28930638,821.8716105,3.198712067,2.731890531,3.558194795,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-3,-4,-5,-6,-7,-8,-9,-10,-11,-12,-13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,113,1992,Federal,Moderate,407.8128288,5725.349641,7.122933172,3.859357872,4.465765367,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-3,-4,-5,-6,-7,-8,-9,-10,-11,-12,-13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,114,1992,Federal,Very low,25.6743252,1918.775418,1.338057855,3.57809887,4.094079908,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-3,-4,-5,-6,-7,-8,-9,-10,-11,-12,-13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,127,1993,Federal,High,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-2,-3,-4,-5,-6,-7,-8,-9,-10,-11,-12,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,128,1993,Federal,Low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-2,-3,-4,-5,-6,-7,-8,-9,-10,-11,-12,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,129,1993,Federal,Moderate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-2,-3,-4,-5,-6,-7,-8,-9,-10,-11,-12,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,130,1993,Federal,Very low,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-2,-3,-4,-5,-6,-7,-8,-9,-10,-11,-12,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,143,1994,Federal,High,2257.421137,14084.02346,16.02824039,1.082273918,3.258965764,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-2,-3,-4,-5,-6,-7,-8,-9,-10,-11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,144,1994,Federal,Low,38.25159163,969.7698903,3.94439877,1.095218014,2.942722681,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-2,-3,-4,-5,-6,-7,-8,-9,-10,-11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,145,1994,Federal,Moderate,456.6243478,7193.420724,6.347805381,2.529931816,3.669264984,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-2,-3,-4,-5,-6,-7,-8,-9,-10,-11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,146,1994,Federal,Very low,216.7738091,3258.454482,6.652657274,2.542349268,3.374644725,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-2,-3,-4,-5,-6,-7,-8,-9,-10,-11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,159,1995,Federal,High,35.45339558,137.758392,25.73592438,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-2,-3,-4,-5,-6,-7,-8,-9,-10,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
38,160,1995,Federal,Low,0,5.491765816,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-2,-3,-4,-5,-6,-7,-8,-9,-10,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
39,161,1995,Federal,Moderate,9.162691547,45.78541499,20.01224964,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-2,-3,-4,-5,-6,-7,-8,-9,-10,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
40,162,1995,Federal,Very low,0.066393939,42.08443256,0.157763656,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-2,-3,-4,-5,-6,-7,-8,-9,-10,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
41,175,1996,Federal,High,1368.731142,20815.40877,6.575566963,1.289596465,3.265749369,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,5,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-2,-3,-4,-5,-6,-7,-8,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
42,176,1996,Federal,Low,10.26468368,1634.647589,0.627944748,1.269976583,3.146133584,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,5,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-2,-3,-4,-5,-6,-7,-8,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
43,177,1996,Federal,Moderate,271.7915032,8052.219608,3.375361285,2.586594007,3.697958123,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,5,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-2,-3,-4,-5,-6,-7,-8,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
44,178,1996,Federal,Very low,9.50438364,3586.827177,0.264980251,1.891469501,2.922195859,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,5,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-2,-3,-4,-5,-6,-7,-8,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
45,191,1997,Federal,High,4.307859668,48.73654523,8.83907476,0.076363119,2.708999738,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,6,5,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-2,-3,-4,-5,-6,-7,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
46,192,1997,Federal,Low,0,30.2459174,0,0.02312482,2.296349816,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,6,5,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-2,-3,-4,-5,-6,-7,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
47,193,1997,Federal,Moderate,0.109666294,122.5175822,0.089510658,0.104018876,2.972984414,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,6,5,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-2,-3,-4,-5,-6,-7,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
48,194,1997,Federal,Very low,0,91.41284841,0,1.014303796,3.185224317,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,6,5,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-2,-3,-4,-5,-6,-7,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
49,207,1998,Federal,High,120.3505956,424.8106977,28.33040604,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,7,6,5,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-2,-3,-4,-5,-6,-7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
50,208,1998,Federal,Low,3.61794357,51.00861849,7.092808387,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,7,6,5,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-2,-3,-4,-5,-6,-7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
51,209,1998,Federal,Moderate,30.74189327,310.3777968,9.904668951,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,7,6,5,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-2,-3,-4,-5,-6,-7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
52,210,1998,Federal,Very low,19.98358547,223.557869,8.938887082,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,7,6,5,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-2,-3,-4,-5,-6,-7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
53,223,1999,Federal,High,387.0268059,4181.119461,9.256535469,2.473651929,4.032094176,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,8,7,6,5,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-2,-3,-4,-5,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,224,1999,Federal,Low,19.34645543,2316.453333,0.835175704,2.217009881,3.539906403,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,8,7,6,5,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-2,-3,-4,-5,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,225,1999,Federal,Moderate,180.9872928,5715.794489,3.16644157,2.705982209,3.788599004,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,8,7,6,5,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-2,-3,-4,-5,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,226,1999,Federal,Very low,66.73946272,10483.2794,0.636627721,2.05914835,3.128499109,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,8,7,6,5,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-2,-3,-4,-5,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,239,2000,Federal,High,487.0076397,9900.057875,4.91924033,0.082932042,3.28016021,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,9,8,7,6,5,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-2,-3,-4,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
58,240,2000,Federal,Low,13.51104002,1487.688969,0.908189837,0.200025256,3.099307259,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,9,8,7,6,5,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-2,-3,-4,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
59,241,2000,Federal,Moderate,87.44211938,7402.989891,1.181173022,1.112160834,3.619750874,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,9,8,7,6,5,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-2,-3,-4,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
60,242,2000,Federal,Very low,133.5678198,7509.002495,1.77876915,1.494275755,3.157847715,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,9,8,7,6,5,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-2,-3,-4,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
61,255,2001,Federal,High,1543.008573,25402.1276,6.074328093,2.206032063,3.971950091,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,10,9,8,7,6,5,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-2,-3,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
