year,owner,severity,harvest_area,analysis_area
2002,tribal,Moderate,0.0,174.08037090176455
2002,tribal,High,3.4577980957031254,255.8211342654718
2002,usfs,Very low,69.52597349149816,34540.71769084012
2002,usfs,Low,75.60725370852003,7291.619448746364
2002,usfs,Moderate,676.5524941812912,31792.869732641975
2002,usfs,High,3200.8190957656443,51513.77953636148
2003,blm,Very low,0.0,14.149117083596616
2003,blm,Low,0.0,3.9708201503140312
2003,blm,Moderate,0.0,17.629910786563645
2003,blm,High,0.2764274291992187,67.04940997314453
2003,nonfed_public,Very low,20.94131915424422,83.4384644216739
2003,nonfed_public,Low,12.20358738128064,44.46929261283126
2003,nonfed_public,Moderate,52.08868493700215,232.4988629684628
2003,nonfed_public,High,14.387950740464154,171.40746875380574
2003,other_fed,Very low,0.0,0.0
2003,other_fed,Low,0.0,0.0
2003,other_fed,Moderate,0.0,0.0
2003,other_fed,High,0.0,0.0
2003,private,Very low,0.1649849701526118,80.37348311966241
2003,private,Low,0.0,18.354826298469096
2003,private,Moderate,0.0,109.77359519550399
2003,private,High,0.0,225.11515667679132
2003,tribal,Very low,0.0,0.0
2003,tribal,Low,0.0,0.0
2003,tribal,Moderate,0.0,0.0
2003,tribal,High,0.0,0.0
2003,usfs,Very low,23.19882795309628,4505.177103079141
2003,usfs,Low,5.750129130500345,1125.7047737736243
2003,usfs,Moderate,92.75793477658739,4559.524315208788
2003,usfs,High,736.9552258031509,7379.166061672388
2004,blm,Very low,14.469312543251187,880.2307768604708
2004,blm,Low,15.993612978587432,237.0250312885599
2004,blm,Moderate,119.22384631855087,895.1867170355107
2004,blm,High,81.09637239379884,1551.9972510728307
2004,nonfed_public,Very low,0.1232525512695312,27.363642937251075
2004,nonfed_public,Low,0.1232357849121093,15.791613744782092
2004,nonfed_public,Moderate,30.130840307617188,198.27614486739813
2004,nonfed_public,High,32.15450811767578,399.53748919725604
2004,other_fed,Very low,0.0,0.0
2004,other_fed,Low,0.0,0.0
2004,other_fed,Moderate,0.0,0.0
2004,other_fed,High,0.0,0.0
2004,private,Very low,212.26332931087717,1038.5678573350147
2004,private,Low,69.5680537097886,324.72107255131743
2004,private,Moderate,391.8953159551643,1867.1540970455153
2004,private,High,386.992603729655,3266.5236806320368
2004,tribal,Very low,1.7184044921875,113.34307957787615
2004,tribal,Low,1.2090969970703127,104.17884799278109
2004,tribal,Moderate,61.91933017578125,1085.3548868196856
2004,tribal,High,265.0513655395508,1579.736548061834
2004,usfs,Very low,39.48704213742724,3356.76705071773
2004,usfs,Low,16.754659684747438,1130.1915473903039
2004,usfs,Moderate,183.81073527257584,6438.526349072623
2004,usfs,High,646.631265359533,8986.241695012373
2005,blm,Very low,7.68816551353305,615.641781795319
2005,blm,Low,5.298451090375115,112.15348754688938
2005,blm,Moderate,25.051965132554002,502.5707426794913
2005,blm,High,31.087250536439186,490.1764283490349
2005,nonfed_public,Very low,9.13643723754883,44.23847467502967
2005,nonfed_public,Low,4.152930444335937,18.918819388691027
2005,nonfed_public,Moderate,23.68296382446289,94.6546597907332
2005,nonfed_public,High,28.88813802490235,251.56341829604204
2005,other_fed,Very low,0.0,2.2384436523437503
2005,other_fed,Low,0.0,0.4976140686035156
2005,other_fed,Moderate,0.0,2.177012048339844
2005,other_fed,High,0.0,0.0
2005,private,Very low,100.35137170529833,784.2153467232499
2005,private,Low,60.59965774842505,322.6837699975106
2005,private,Moderate,418.8262523802035,2224.562322836818
2005,private,High,553.9983703496239,4668.978436074769
2005,tribal,Very low,0.0,2.6856996469774437
2005,tribal,Low,0.0,0.4565399926757812
2005,tribal,Moderate,0.0,6.084109416958679
2005,tribal,High,0.0,7.277691426978019
2005,usfs,Very low,256.8420746487966,2838.337708070786
2005,usfs,Low,69.09410140280332,920.0790807652371
2005,usfs,Moderate,143.23552123762545,4305.760745175351
2005,usfs,High,69.46063762207031,4721.401998419143
2006,blm,Very low,0.286061125272863,206.8453390234375
2006,blm,Low,0.13278772583007808,101.85185248355641
2006,blm,Moderate,11.443029371170345,1006.9492292474247
2006,blm,High,27.622216284179686,1532.3167602769083
2006,nonfed_public,Very low,3.353308127249924,41.6937711565803
2006,nonfed_public,Low,0.0596077453613281,13.58808465817919
2006,nonfed_public,Moderate,0.4768519165039062,112.05662702696559
2006,nonfed_public,High,8.561807501220704,203.60168956183938
2006,other_fed,Very low,0.0,0.6557721496582032
2006,other_fed,Low,0.0,0.594057454403148
2006,other_fed,Moderate,0.119229931640625,3.7298410000670192
2006,other_fed,High,0.0596152770996093,0.5365425354003907
2006,private,Very low,67.52338985914044,1155.9128622374767
2006,private,Low,73.37461118616442,430.8878990805712
2006,private,Moderate,634.1672108100443,2718.2206225894943
2006,private,High,232.85718332667932,1816.0426613027776
2006,tribal,Very low,0.0112566639619715,5.495699760359223
2006,tribal,Low,0.0,0.6445992450070848
2006,tribal,Moderate,0.0,1.5727399009554994
2006,tribal,High,0.0,1.4038973571777345
2006,usfs,Very low,177.39400263480397,21455.11974049244
2006,usfs,Low,45.64824250636681,4290.29169620311
2006,usfs,Moderate,278.92088651067996,14260.929241131256
2006,usfs,High,1192.8899789983054,15431.373157909416
2007,blm,Very low,14.146260342993644,490.4673489838724
2007,blm,Low,5.1421561195762475,278.3245053437118
2007,blm,Moderate,23.54453797956878,2235.6364415792787
2007,blm,High,78.13122274780274,3910.543125967252
2007,nonfed_public,Very low,37.15289328376321,533.6142339740348
2007,nonfed_public,Low,14.987307435925054,285.31152043871117
2007,nonfed_public,Moderate,30.328903792198034,1437.3330047078687
2007,nonfed_public,High,14.29856795654297,2365.975087790958
2007,other_fed,Very low,0.0,0.0
2007,other_fed,Low,0.0,0.0
2007,other_fed,Moderate,0.0,0.0
2007,other_fed,High,0.0,0.0
2007,private,Very low,620.8937554686781,2171.953398693607
2007,private,Low,173.533437437433,588.2640388635733
2007,private,Moderate,1037.423295400319,3375.9800493282546
2007,private,High,3436.0469211985874,7737.62566277576
2007,tribal,Very low,109.41669537746058,1394.2437849842745
2007,tribal,Low,35.159295517506315,418.5932602293485
2007,tribal,Moderate,116.67143576559629,1738.4645612512445
2007,tribal,High,118.55190700683595,1889.0604835266113
2007,usfs,Very low,91.1576170647595,16352.474309249332
2007,usfs,Low,30.43141115667605,5864.032570756764
2007,usfs,Moderate,386.47994863111313,26611.616664804336
2007,usfs,High,1772.4442114190315,29165.47470964485
2008,blm,Very low,3.975854317890242,4513.348187003845
2008,blm,Low,4.043049680678424,1373.0802343488149
2008,blm,Moderate,98.58088402161843,6091.3022232245485
2008,blm,High,527.4288290602022,10903.862951796851
2008,nonfed_public,Very low,2.861401717313879,705.457609603032
2008,nonfed_public,Low,1.1379955305271523,251.93452542987905
2008,nonfed_public,Moderate,4.923319605114507,677.5054078426347
2008,nonfed_public,High,1.4938658935546876,269.1526877318618
2008,other_fed,Very low,1.1624453109920727,14.166278302696078
2008,other_fed,Low,0.0670037170410156,7.895612248176126
2008,other_fed,Moderate,0.2034134948730468,24.64425153593176
2008,other_fed,High,0.0,4.285343659356809
2008,private,Very low,1471.2484114639822,15169.4744822955
2008,private,Low,578.644078521154,4921.4216866704
2008,private,Moderate,2496.531675019627,19928.5815649594
2008,private,High,2505.457529714954,16935.160088282566
2008,tribal,Very low,0.0,6.290233976045497
2008,tribal,Low,0.0,3.2803283447265628
2008,tribal,Moderate,0.0,8.663859200894226
2008,tribal,High,0.0,1.6992758997539446
2008,usfs,Very low,120.21850372170843,55788.44017630332
2008,usfs,Low,50.80188426305435,14316.128421357591
2008,usfs,Moderate,405.48820718797873,35911.374564754835
2008,usfs,High,1490.2853476854991,25213.25931045389
2009,blm,Very low,0.1821659363271676,91.78464396455655
2009,blm,Low,0.2725345764160156,49.81046408286899
2009,blm,Moderate,6.387701879882813,479.6667897956878
2009,blm,High,12.269441467285157,1148.368762801059
2009,nonfed_public,Very low,2.4178282836914065,232.63758778530942
2009,nonfed_public,Low,2.66432985380285,129.5614730142272
2009,nonfed_public,Moderate,48.97243886493758,733.8064613635495
2009,nonfed_public,High,70.91862866261201,744.6344580074535
2009,other_fed,Very low,0.0,0.0
2009,other_fed,Low,0.0,0.0
2009,other_fed,Moderate,0.0,0.0
2009,other_fed,High,0.0,0.0
2009,private,Very low,57.070102967026656,847.7642537171367
2009,private,Low,61.355108223805146,353.4466028023035
2009,private,Moderate,432.50107759018846,1510.133104731206
2009,private,High,426.1132742769847,1486.7025144985782
2009,tribal,Very low,19.63461922643325,260.11183206796693
2009,tribal,Low,3.501544559613396,44.17614543040556
2009,tribal,Moderate,9.484177764892578,189.3646284335268
2009,tribal,High,15.184964331054688,320.11998507575544
2009,usfs,Very low,43.80649969755285,9060.063153940193
2009,usfs,Low,24.896091652879903,2783.770298825444
2009,usfs,Moderate,469.19830067112343,8904.219895775315
2009,usfs,High,857.9552447204351,6648.9288222881005
2010,blm,Very low,0.0,148.57972084348194
2010,blm,Low,0.0,28.2642589338714
2010,blm,Moderate,0.0,141.04332058050417
2010,blm,High,10.946729541015626,627.6035943156403
2010,nonfed_public,Very low,0.6946214294433595,90.62949841751396
2010,nonfed_public,Low,1.8756332641601563,23.028127745457066
2010,nonfed_public,Moderate,19.10348868408203,111.11717420955883
2010,nonfed_public,High,8.613839916992188,71.22755465150122
2010,other_fed,Very low,0.0,0.0
2010,other_fed,Low,0.0,0.0
2010,other_fed,Moderate,0.0,0.0
2010,other_fed,High,0.0,0.0
2010,private,Very low,12.186776715087891,451.70849853912944
2010,private,Low,3.190473779296875,97.42296384985832
2010,private,Moderate,30.973368133544923,794.8140608049462
2010,private,High,134.19295762939456,2022.3792948687387
2010,tribal,Very low,0.0,158.5148006214576
2010,tribal,Low,0.0,40.137130624234075
2010,tribal,Moderate,0.0,157.1861233416389
2010,tribal,High,0.1906977844238281,41.15830510146197
2010,usfs,Very low,12.849845139423445,4061.005617035747
2010,usfs,Low,1.787109354607077,480.39107125004796
2010,usfs,Moderate,14.308534578211168,1932.5993213409306
2010,usfs,High,106.55199120253619,3115.0789589159444
2011,blm,Very low,0.2205736999511718,128.9090257254088
2011,blm,Low,0.0,20.78804900314032
2011,blm,Moderate,0.6617760864257812,129.27626844934804
2011,blm,High,32.34532693481446,188.19070125122073
2011,nonfed_public,Very low,1.8074883821135876,33.421086483321844
2011,nonfed_public,Low,0.0625901184082031,5.766922487577551
2011,nonfed_public,Moderate,0.87626162109375,26.2031354205442
2011,nonfed_public,High,0.0625976257324218,10.095495311758006
2011,other_fed,Very low,0.0,0.0
2011,other_fed,Low,0.0,0.0
2011,other_fed,Moderate,0.0,0.0
2011,other_fed,High,0.0,0.0
2011,private,Very low,152.44051895718445,1119.413674962039
2011,private,Low,17.65422556331859,180.4554252630017
2011,private,Moderate,89.94021404878505,845.374219522394
2011,private,High,187.20780151367185,1608.6357319312
2011,tribal,Very low,76.43938626752069,3025.179040154262
2011,tribal,Low,29.046398986816406,475.2200533960679
2011,tribal,Moderate,242.45394081420903,2058.8063488259945
2011,tribal,High,345.4787535339356,1889.518317989287
2011,usfs,Very low,5.870431911740771,667.8689698284074
2011,usfs,Low,1.691047973943972,190.59919427966548
2011,usfs,Moderate,38.64481653420842,1211.3040510021733
2011,usfs,High,321.39889206320373,1827.8389212353993
2012,blm,Very low,0.0,701.2431517776548
2012,blm,Low,0.063036962890625,176.00007321581074
2012,blm,Moderate,1.4689301574707032,1019.7646289946433
2012,blm,High,70.73783794929057,3260.8581672579417
2012,nonfed_public,Very low,2.1928157841701137,696.0034345304842
2012,nonfed_public,Low,0.9781665771484375,176.0962109884823
2012,nonfed_public,Moderate,5.347064404296875,580.383006644742
2012,nonfed_public,High,6.1132858276367195,509.4815966734165
2012,other_fed,Very low,0.366759045194738,39.17168857977176
2012,other_fed,Low,0.1395820922851562,21.699468898040173
2012,other_fed,Moderate,0.2791550170898437,73.03239683727789
2012,other_fed,High,0.0,37.41098842163086
2012,private,Very low,2105.851001381214,7251.253886472698
2012,private,Low,728.807625265491,2239.648185755136
2012,private,Moderate,3038.5489082598756,9801.543684793247
2012,private,High,4454.517385793385,16834.464155460566
2012,tribal,Very low,17.291621496582035,1501.0322518166429
2012,tribal,Low,11.840116864013671,369.0384260310632
2012,tribal,Moderate,50.795983093261725,1476.0589707002043
2012,tribal,High,42.1507237487793,1646.0704801455508
2012,usfs,Very low,251.79983134435315,30300.73564370965
2012,usfs,Low,92.75478063759,7767.494302484466
2012,usfs,Moderate,856.9413037360935,29280.04231068388
2012,usfs,High,2934.667354105584,35330.47755792335
2013,blm,Very low,34.375076028789444,12744.572492149684
2013,blm,Low,23.90833369140625,2331.51830385218
2013,blm,Moderate,242.8343622558594,5520.287121772199
2013,blm,High,231.50673408203127,2890.6455313553397
2013,nonfed_public,Very low,54.103562364430154,1044.008012772265
2013,nonfed_public,Low,2.921112518310547,347.3677978844736
2013,nonfed_public,Moderate,28.52201405029297,1455.6130822819732
2013,nonfed_public,High,199.73958709735948,1854.3975614184333
2013,other_fed,Very low,0.0,4.886523949046416
2013,other_fed,Low,0.0611284057617187,2.201829107666016
2013,other_fed,Moderate,1.1003841430664063,17.925250115966797
2013,other_fed,High,5.50197099609375,42.27957418823242
2013,private,Very low,1462.400314746405,7025.861815797935
2013,private,Low,573.5523271725883,2115.2327736721386
2013,private,Moderate,2506.6777109837194,8724.348756542562
2013,private,High,4090.4189723036825,9495.711390223987
2013,tribal,Very low,102.33154746213428,718.5044843498683
2013,tribal,Low,79.31215643660003,431.8789380064002
2013,tribal,Moderate,299.46318585343903,2519.511162345427
2013,tribal,High,348.7151555419922,3298.025150298905
2013,usfs,Very low,361.7760555878284,29253.91832030889
2013,usfs,Low,119.61201008243337,7981.41327047909
2013,usfs,Moderate,1022.7262791502231,29589.487044505597
2013,usfs,High,3799.5627924497594,35843.73071256785
2014,blm,Very low,8.171127456485523,1818.2161362066058
2014,blm,Low,3.870172497558594,595.4016305369657
2014,blm,Moderate,95.68061855231791,3191.629534416241
2014,blm,High,291.8095486001407,5387.844817359572
2014,nonfed_public,Very low,141.6186886706304,1616.4202707104955
2014,nonfed_public,Low,73.34041841993145,658.9976937792012
2014,nonfed_public,Moderate,392.14735603752587,3882.5764137332453
2014,nonfed_public,High,520.9656880650181,6398.61786774079
2014,other_fed,Very low,0.0,7.400744039450254
2014,other_fed,Low,0.0,9.977344725198186
2014,other_fed,Moderate,1.9138498657226564,100.77335246165558
2014,other_fed,High,4.007129528808594,53.97613231201172
2014,private,Very low,1172.2726508262006,7913.621911969381
2014,private,Low,530.4116968949381,2202.246267860323
2014,private,Moderate,3004.8412121647375,12811.059335032938
2014,private,High,6086.9799706477625,26101.679912778058
2014,tribal,Very low,66.09400023669673,1927.645526805084
2014,tribal,Low,24.29808266608743,491.39963487443515
2014,tribal,Moderate,154.4321634194528,2492.0602025466023
2014,tribal,High,169.30515689062983,2246.973314131195
2014,usfs,Very low,550.6955573476993,24508.61549312113
2014,usfs,Low,70.39684373836742,5875.16668586646
2014,usfs,Moderate,406.46070012513405,29335.788413585444
2014,usfs,High,2986.0561937191237,41714.09850836333
2015,blm,Very low,21.319523681640625,1468.2755140645584
2015,blm,Low,12.565419152832032,599.9343798545927
2015,blm,Moderate,118.90761715698243,3462.613297875115
2015,blm,High,388.34802690793504,7124.838411750871
2015,nonfed_public,Very low,40.51414417403875,1198.6106428050077
2015,nonfed_public,Low,18.630050754538143,626.9844642086496
2015,nonfed_public,Moderate,108.71795588692461,4191.603181738258
2015,nonfed_public,High,337.2922122902545,5262.936514113651
2015,other_fed,Very low,0.8143534664139094,127.9897888871258
2015,other_fed,Low,0.7370314476581648,45.41338516326305
2015,other_fed,Moderate,1.9287724404009652,233.9202519098738
2015,other_fed,High,1.784816748046875,74.29498570389093
2015,private,Very low,541.8363875704417,10679.113934664878
2015,private,Low,197.24601580099667,3160.9980782816815
2015,private,Moderate,1595.2246671325922,16189.151640208047
2015,private,High,3446.8241441684377,24255.514140807172
2015,tribal,Very low,160.05104095451807,3057.1521687316344
2015,tribal,Low,72.03028500440412,1100.634837622453
2015,tribal,Moderate,615.1807622389133,6047.460458531111
2015,tribal,High,1555.6591494099457,10724.405805644035
2015,usfs,Very low,284.1597673820226,43475.04260976522
2015,usfs,Low,74.21079045065487,11407.337200120684
2015,usfs,Moderate,763.649179790087,42199.92812338783
2015,usfs,High,2858.52585420616,49369.238574195915
2016,blm,Very low,0.0731114318847656,123.5940470361328
2016,blm,Low,0.0,22.66559262831744
2016,blm,Moderate,0.5289264927045036,136.1220649343453
2016,blm,High,154.86897511254404,1067.3418104782763
2016,nonfed_public,Very low,0.1369950073242187,50.591436226974174
2016,nonfed_public,Low,0.0,19.629424086028457
2016,nonfed_public,Moderate,0.0684969665527343,98.0026621920238
2016,nonfed_public,High,0.1369888122558593,44.21161066628849
2016,other_fed,Very low,0.0,0.7960494327799479
2016,other_fed,Low,0.0,0.0
2016,other_fed,Moderate,0.0,0.0
2016,other_fed,High,0.0,0.0
2016,private,Very low,605.4472295354865,3347.6660849354726
2016,private,Low,159.84878107599,576.603488299752
2016,private,Moderate,492.92459979520913,2025.037554149601
2016,private,High,286.0526609680176,2188.0579064920585
2016,tribal,Very low,0.0,3.1625626198203896
2016,tribal,Low,0.0,1.1174256081255745
2016,tribal,Moderate,0.0,7.940075343998928
2016,tribal,High,0.0,11.621544939778648
2016,usfs,Very low,76.18746557329963,11466.569432863502
2016,usfs,Low,20.45995861560298,2220.4162857108563
2016,usfs,Moderate,180.024744853755,8638.087546185563
2016,usfs,High,876.7770893385226,14029.103104038206
2017,blm,Very low,20.60583368312462,3495.7330480659507
2017,blm,Low,6.813929378614239,749.8873139756148
2017,blm,Moderate,59.95613280955595,3184.7833239795414
2017,blm,High,1090.807014695279,8707.500810124153
2017,nonfed_public,Very low,4.569176721191407,447.7300867998189
2017,nonfed_public,Low,2.2208919982910156,82.81740161376953
2017,nonfed_public,Moderate,16.280997419385724,305.23501867438824
2017,nonfed_public,High,90.02207891845703,288.812974473877
2017,other_fed,Very low,0.0,0.0
2017,other_fed,Low,0.0,0.0
2017,other_fed,Moderate,0.0,0.0
2017,other_fed,High,0.0,0.0
2017,private,Very low,600.4323150099332,6175.022308533219
2017,private,Low,186.62334755198762,1483.0925919191845
2017,private,Moderate,1158.3791892363427,8201.143263243292
2017,private,High,3403.32698745493,11406.046008939784
2017,tribal,Very low,3.3373813822907086,1082.1248489535699
2017,tribal,Low,2.4676343505859375,384.71999071037743
2017,tribal,Moderate,16.162921139346853,1039.2397725180233
2017,tribal,High,50.737294033633965,379.0545960594028
2017,usfs,Very low,298.71195461461684,59823.70483632111
2017,usfs,Low,71.38018978740617,9537.76686409048
2017,usfs,Moderate,568.5018028845454,35805.31895879511
2017,usfs,High,2261.36008074202,37945.442994750316
